Name_company,Corporate Name,site_url,Authority_Name,Authority_link,date,id,Warning ID,NCA,Date Published At NCA,Date Published At IOSCO,Last Updated,NCA URL,Commercial Name,URL,Other URL,Category,Additional Information
Facebook page “Organic vegetable farm”,,https://www.facebook.com/profile.php?id=100094289233752,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2775/2568,2025-07-28,39677,39677.0,,2025-07-25,2025-07-28,2025-07-28,https://web-invpublic.sec.or.th/e/2775/2568,Facebook page “Organic vegetable farm”,https://www.facebook.com/profile.php?id=100094289233752,https://www.facebook.com/100094289233752/videos/1394849935074953,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “แนวทางการเทรดเรียนรู้แบบมืออาชีพ”,,https://www.facebook.com/profile.php?id=61578831052545,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2774/2568,2025-07-29,39676,39676.0,,2025-07-25,2025-07-29,2025-07-29,https://web-invpublic.sec.or.th/e/2774/2568,Facebook page “แนวทางการเทรดเรียนรู้แบบมืออาชีพ”,https://www.facebook.com/profile.php?id=61578831052545,https://www.facebook.com/reel/1078476784378127,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “Ohkajhu from vegetables Organic”,,https://www.facebook.com/profile.php?id=61551985745846,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2773/2568,2025-07-28,39675,39675.0,,2025-07-25,2025-07-28,2025-07-28,https://web-invpublic.sec.or.th/e/2773/2568,Facebook page “Ohkajhu from vegetables Organic”,https://www.facebook.com/profile.php?id=61551985745846,https://www.facebook.com/61551985745846/videos/1081876206748559,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “Vegetable farm business okj”,,https://www.facebook.com/profile.php?id=61550298614643,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2772/2568,2025-07-28,39674,39674.0,,2025-07-25,2025-07-28,2025-07-28,https://web-invpublic.sec.or.th/e/2772/2568,Facebook page “Vegetable farm business okj”,https://www.facebook.com/profile.php?id=61550298614643,https://www.facebook.com/share/p/16jGYSB7go/,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “Amazon Ohkajhu Securities”,,https://www.facebook.com/profile.php?id=61558413608969,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2771/2568,2025-07-28,39673,39673.0,,2025-07-25,2025-07-28,2025-07-28,https://web-invpublic.sec.or.th/e/2771/2568,Facebook page “Amazon Ohkajhu Securities”,https://www.facebook.com/profile.php?id=61558413608969,https://www.facebook.com/61558413608969/videos/1069952154744581,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “ฟาร์มผักโอ้กะจู๋ สู่ตลาดหลักทรัพย์”,,https://www.facebook.com/profile.php?id=100095505132977,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2770/2568,2025-08-01,39672,39672.0,,2025-07-25,2025-08-01,2025-08-01,https://web-invpublic.sec.or.th/e/2770/2568,Facebook page “ฟาร์มผักโอ้กะจู๋ สู่ตลาดหลักทรัพย์”,https://www.facebook.com/profile.php?id=100095505132977,https://www.facebook.com/100095505132977/videos/609956008440212,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “สลัดผักโอ้กะจู๋-สร้างธุรกิจ”,,https://www.facebook.com/profile.php?id=61550630072711,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2769/2568,2025-08-01,39671,39671.0,,2025-07-25,2025-08-01,2025-08-01,https://web-invpublic.sec.or.th/e/2769/2568,Facebook page “สลัดผักโอ้กะจู๋-สร้างธุรกิจ”,https://www.facebook.com/profile.php?id=61550630072711,https://www.facebook.com/61550630072711/videos/958360829714884,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “สอนวิเคราะห์เทรดกราฟ มือใหม่”,,https://www.facebook.com/profile.php?id=61578313390954,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2768/2568,2025-07-29,39670,39670.0,,2025-07-25,2025-07-29,2025-07-29,https://web-invpublic.sec.or.th/e/2768/2568,Facebook page “สอนวิเคราะห์เทรดกราฟ มือใหม่”,https://www.facebook.com/profile.php?id=61578313390954,https://www.facebook.com/photo?fbid=122107588118943779&set=a.122107586210943779,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Website “buy.powertradehk”Line “SPECIAL EVENT”,,https://buy.powertradehk.com/#/pages/login/login,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2777/2568,2025-07-28,39669,39669.0,,2025-07-25,2025-07-28,2025-07-28,https://web-invpublic.sec.or.th/e/2777/2568,Website “buy.powertradehk”,https://buy.powertradehk.com/#/pages/login/login,,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
finotivefunding.com,,finotivefunding.com,Cyprus - Cyprus Securities and Exchange Commission,https://www.cysec.gov.cy/CMSPages/GetFile.aspx?guid=9858f40a-84b4-45b2-bc94-2c93f37f5de1,2025-07-28,39668,39668.0,,2025-07-21,2025-07-28,2025-07-28,https://www.cysec.gov.cy/CMSPages/GetFile.aspx?guid=9858f40a-84b4-45b2-bc94-2c93f37f5de1,finotivefunding.com,finotivefunding.com,,Unregistered/Unlicensed entity offering financial products or services,
greymax.net,,greymax.net,Cyprus - Cyprus Securities and Exchange Commission,https://www.cysec.gov.cy/CMSPages/GetFile.aspx?guid=9858f40a-84b4-45b2-bc94-2c93f37f5de1,2025-07-28,39667,39667.0,,2025-07-21,2025-07-28,2025-07-28,https://www.cysec.gov.cy/CMSPages/GetFile.aspx?guid=9858f40a-84b4-45b2-bc94-2c93f37f5de1,greymax.net,greymax.net,,Unregistered/Unlicensed entity offering financial products or services,
The Danish Financial Supervisory Authority (DFSA) warns against conducting securities trading with the firm Finswift Text Inc.,,https://www.dfsa.dk/supervision/warnings-against-companies/2025/warning-against-investing-with-finswift-text-inc,Denmark - Danish Financial Supervisory Authority,https://www.dfsa.dk/supervision/warnings-against-companies/2025/warning-against-investing-with-finswift-text-inc,2025-07-28,39666,39666.0,,2025-07-25,2025-07-28,2025-07-28,https://www.dfsa.dk/supervision/warnings-against-companies/2025/warning-against-investing-with-finswift-text-inc,The Danish Financial Supervisory Authority (DFSA) warns against conducting securities trading with the firm Finswift Text Inc.,https://www.dfsa.dk/supervision/warnings-against-companies/2025/warning-against-investing-with-finswift-text-inc,,Unregistered/Unlicensed entity offering financial products or services,
Balfour Capital Group / balfourcapitalgroup.com,,https://balfourcapitalgroup.com,Switzerland - Swiss Financial Market Supervisory Authority,https://www.finma.ch/en/finma-public/warnungen/warning-list/balfour-capital-group---balfourcapitalgroup_com/,2025-07-28,39665,39665.0,,2025-07-24,2025-07-28,2025-07-28,https://www.finma.ch/en/finma-public/warnungen/warning-list/balfour-capital-group---balfourcapitalgroup_com/,Balfour Capital Group / balfourcapitalgroup.com,https://balfourcapitalgroup.com,,Other,
XBTDirectXBT-Direct,,xbt-direct.net,Alberta - Alberta Securities Commission,https://www.asc.ca/en/Enforcement/Investment-Caution-List/x/XBTDirect,2025-07-24,39664,39664.0,,2025-07-23,2025-07-24,2025-07-24,https://www.asc.ca/en/Enforcement/Investment-Caution-List/x/XBTDirect,XBTDirect,xbt-direct.net,,Unregistered/Unlicensed entity offering financial products or services,
ZavonixTrader 7.1,,https://www.zavonixtrader71.net,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/zavonixtrader-71,2025-07-24,39663,39663.0,,2025-07-25,2025-07-24,2025-07-24,https://www.fca.org.uk/news/warnings/zavonixtrader-71,ZavonixTrader 7.1,https://www.zavonixtrader71.net,,Unregistered/Unlicensed entity offering financial products or services,
Repsol Investment,,https://www.repsol-investment.net,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/repsol-investments,2025-07-24,39662,39662.0,,2025-07-24,2025-07-24,2025-07-24,https://www.fca.org.uk/news/warnings/repsol-investments,Repsol Investment,https://www.repsol-investment.net,,Unregistered/Unlicensed entity offering financial products or services,
Mariusz Szafraniec Firma Wielobranżowa,,,Poland - Polish Financial Supervision Authority,https://www.knf.gov.pl/en/CONSUMERS/Information_for_the_financial_market_consumers/Public_warnings?warningName=szafraniec&warningTypeId=all,2025-07-24,39661,39661.0,,2025-06-30,2025-07-24,2025-07-24,https://www.knf.gov.pl/en/CONSUMERS/Information_for_the_financial_market_consumers/Public_warnings?warningName=szafraniec&warningTypeId=all,Mariusz Szafraniec Firma Wielobranżowa,,,Unregistered/Unlicensed entity offering financial products or services,Notification under Article 150(1) of the Act on payment services.
Entity operating through the website signalfxoption.com,,signalfxoption.com,Poland - Polish Financial Supervision Authority,https://www.knf.gov.pl/en/CONSUMERS/Information_for_the_financial_market_consumers/Public_warnings?warningName=signalfx&warningTypeId=all,2025-07-24,39660,39660.0,,2025-06-18,2025-07-24,2025-07-24,https://www.knf.gov.pl/en/CONSUMERS/Information_for_the_financial_market_consumers/Public_warnings?warningName=signalfx&warningTypeId=all,Entity operating through the website signalfxoption.com,signalfxoption.com,,Unregistered/Unlicensed entity offering financial products or services,Notification under Article 178 in conjunction with Article 69(2) point 2 of the Act on trading in financial instruments.
TikTok account “thaiequityfunds33”,,https://www.tiktok.com/@thaiequityfunds33,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2765/2568,2025-07-24,39659,39659.0,,2025-07-24,2025-07-24,2025-07-24,https://web-invpublic.sec.or.th/e/2765/2568,TikTok account “thaiequityfunds33”,https://www.tiktok.com/@thaiequityfunds33,https://www.tiktok.com/@thaiequityfunds33/video/7417770347287678226,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
XGI Horizon,,,Hong Kong - Securities and Futures Commission,https://www.sfc.hk/en/alert-list/3137,2025-07-24,39658,39658.0,,2025-07-24,2025-07-24,2025-07-24,https://www.sfc.hk/en/alert-list/3137,XGI Horizon,,www.xgihorizonglobal.com,,The company's Hong Kong address is incomplete.
Polysharp Investments Limited,,,Hong Kong - Securities and Futures Commission,https://www.sfc.hk/en/alert-list/3136,2025-07-24,39657,39657.0,,2025-07-24,2025-07-24,2025-07-24,https://www.sfc.hk/en/alert-list/3136,Polysharp Investments Limited,,www.polysharpinvestmentslimited.com,,The company gives the above Hong Kong address but it is not valid.
Facebook page “SET Education”,,https://www.facebook.com/profile.php?id=61578306125251,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2764/2568,2025-07-24,39656,39656.0,,2025-07-24,2025-07-24,2025-07-24,https://web-invpublic.sec.or.th/e/2764/2568,Facebook page “SET Education”,https://www.facebook.com/profile.php?id=61578306125251,,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “Investor Trading”,,https://www.facebook.com/profile.php?id=61578834742292,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2763/2568,2025-07-24,39655,39655.0,,2025-07-24,2025-07-24,2025-07-24,https://web-invpublic.sec.or.th/e/2763/2568,Facebook page “Investor Trading”,https://www.facebook.com/profile.php?id=61578834742292,,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Line,,https://shorturl.asia/Afpk9,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2759/2568,2025-07-24,39654,39654.0,,2025-07-24,2025-07-24,2025-07-24,https://web-invpublic.sec.or.th/e/2759/2568,Line,https://shorturl.asia/Afpk9,https://line.me/ti/g2/g9zul_Z8uvKz6-EU2iDT-g0czJXo70KKGInSbg?utm_source=invitation&utm_medium=link_copy&utm_campaign=default,Other,This account are not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “OH-KAD.official”,,https://www.facebook.com/profile.php?id=61578225465688,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2762/2568,2025-07-24,39653,39653.0,,2025-07-24,2025-07-24,2025-07-24,https://web-invpublic.sec.or.th/e/2762/2568,Facebook page “OH-KAD.official”,https://www.facebook.com/profile.php?id=61578225465688,https://www.facebook.com/share/p/1Hdbfnv18C/?mibextid=wwXIfr,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “Cafe Station Investment”,,https://www.facebook.com/profile.php?id=61552274434437,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2761/2568,2025-07-24,39652,39652.0,,2025-07-24,2025-07-24,2025-07-24,https://web-invpublic.sec.or.th/e/2761/2568,Facebook page “Cafe Station Investment”,https://www.facebook.com/profile.php?id=61552274434437,https://www.facebook.com/61552274434437/videos/1417748773252192,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “ฟู้ดสวนผักคุณแม่ สู่ตลาดหลักทรัพย์”,,https://www.facebook.com/profile.php?id=61550540680392,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2760/2568,2025-07-24,39651,39651.0,,2025-07-24,2025-07-24,2025-07-24,https://web-invpublic.sec.or.th/e/2760/2568,Facebook page “ฟู้ดสวนผักคุณแม่ สู่ตลาดหลักทรัพย์”,https://www.facebook.com/profile.php?id=61550540680392,https://www.facebook.com/share/v/1Djmp6x4Er/,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
TikTok account “sasun8888e”,,https://www.tiktok.com/@sasun8888e,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2758/2568,2025-07-24,39650,39650.0,,2025-07-24,2025-07-24,2025-07-24,https://web-invpublic.sec.or.th/e/2758/2568,TikTok account “sasun8888e”,https://www.tiktok.com/@sasun8888e,https://www.tiktok.com/@sasun8888e/video/7304637047661137159,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
TikTok account “nutrition027”,,https://www.tiktok.com/@nutrition027,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2757/2568,2025-07-24,39649,39649.0,,2025-07-24,2025-07-24,2025-07-24,https://web-invpublic.sec.or.th/e/2757/2568,TikTok account “nutrition027”,https://www.tiktok.com/@nutrition027,https://www.tiktok.com/@nutrition027/photo/7517611492154395912,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “Amz Station Coffee”,,https://www.facebook.com/profile.php?id=100090919311207,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2756/2568,2025-07-24,39648,39648.0,,2025-07-24,2025-07-24,2025-07-24,https://web-invpublic.sec.or.th/e/2756/2568,Facebook page “Amz Station Coffee”,https://www.facebook.com/profile.php?id=100090919311207,https://www.facebook.com/share/v/173xq574eF/,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “Ohkajhu โอ้กะจู๋ ฟาร์มเพื่อสุขภาพครอบครัว”,,https://www.facebook.com/profile.php?id=100081638297261,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2755/2568,2025-07-24,39647,39647.0,,2025-07-24,2025-07-24,2025-07-24,https://web-invpublic.sec.or.th/e/2755/2568,Facebook page “Ohkajhu โอ้กะจู๋ ฟาร์มเพื่อสุขภาพครอบครัว”,https://www.facebook.com/profile.php?id=100081638297261,https://www.facebook.com/ads/library/?id=1813823826178518,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “สวนผักออร์แกนิก -โอ้กะจู๋-okj.”,,https://www.facebook.com/profile.php?id=61550731526791,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2754/2568,2025-07-24,39646,39646.0,,2025-07-24,2025-07-24,2025-07-24,https://web-invpublic.sec.or.th/e/2754/2568,Facebook page “สวนผักออร์แกนิก -โอ้กะจู๋-okj.”,https://www.facebook.com/profile.php?id=61550731526791,https://www.facebook.com/ads/library/?id=2194047961042082,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “Organic farm OKJ”,,https://www.facebook.com/profile.php?id=61550672639905,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2753/2568,2025-07-24,39645,39645.0,,2025-07-24,2025-07-24,2025-07-24,https://web-invpublic.sec.or.th/e/2753/2568,Facebook page “Organic farm OKJ”,https://www.facebook.com/profile.php?id=61550672639905,https://www.facebook.com/ads/library/?id=634525462424871,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “King of Salad Certified Ohkad’s”,,https://www.facebook.com/profile.php?id=100094439858197,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2752/2568,2025-07-24,39644,39644.0,,2025-07-24,2025-07-24,2025-07-24,https://web-invpublic.sec.or.th/e/2752/2568,Facebook page “King of Salad Certified Ohkad’s”,https://www.facebook.com/profile.php?id=100094439858197,https://www.facebook.com/100094439858197/videos/649649700752085,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Hecksow LLC,,www.hecksow.com,New Zealand - Financial Markets Authority,https://www.fma.govt.nz/library/unregistered-businesses/hecksow-llc/,2025-07-24,39643,39643.0,,2025-07-24,2025-07-24,2025-07-24,https://www.fma.govt.nz/library/unregistered-businesses/hecksow-llc/,Hecksow LLC,www.hecksow.com,,Unregistered/Unlicensed entity offering financial products or services,"The FMA recommends caution when dealing with Hecksow.Hecksow claims to offer a platform for cryptocurrency mortgages, treasury tokens, and DAOs (Decentralised Autonomous Organisations) for modern real estate financing.The FMA is concerned that claims made by Hecksow about these services are false and misleading.Investments in cryptocurrency carry significant financial risk. The public should be cautious of any individual or entity claiming to provide safe, stable or guaranteed returns on investments.We believe Hecksow may be operating from New Zealand, but is not currently registered on the Financial Services Provider Register (FSPR). This means it is not authorised to provide financial products or services in New Zealand."
Scams operating on social media and messaging platforms,,,New Zealand - Financial Markets Authority,https://www.fma.govt.nz/library/warnings-and-alerts/scams-operating-on-social-media-and-messaging-platforms/,2025-07-24,39642,39642.0,,2025-06-17,2025-07-24,2025-07-24,https://www.fma.govt.nz/library/warnings-and-alerts/scams-operating-on-social-media-and-messaging-platforms/,Scams operating on social media and messaging platforms,,,,
myedbook,,myedbook.vip,New Zealand - Financial Markets Authority,https://www.fma.govt.nz/library/warnings-and-alerts/scams-operating-on-social-media-and-messaging-platforms/,2025-07-24,39641,39641.0,,2025-06-17,2025-07-24,2025-07-24,https://www.fma.govt.nz/library/warnings-and-alerts/scams-operating-on-social-media-and-messaging-platforms/,myedbook,myedbook.vip,myedbook.xyz,,
quanbank,,quanbank.xyz,New Zealand - Financial Markets Authority,https://www.fma.govt.nz/library/warnings-and-alerts/scams-operating-on-social-media-and-messaging-platforms/,2025-07-24,39640,39640.0,,2025-06-17,2025-07-24,2025-07-24,https://www.fma.govt.nz/library/warnings-and-alerts/scams-operating-on-social-media-and-messaging-platforms/,quanbank,quanbank.xyz,quanbank.org,,
multibankn,,multibankn.org,New Zealand - Financial Markets Authority,https://www.fma.govt.nz/library/warnings-and-alerts/scams-operating-on-social-media-and-messaging-platforms/,2025-07-24,39639,39639.0,,2025-06-17,2025-07-24,2025-07-24,https://www.fma.govt.nz/library/warnings-and-alerts/scams-operating-on-social-media-and-messaging-platforms/,multibankn,multibankn.org,,,
TradeSpense AI,,www.tradespenseaiapp.net,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/tradespense-ai,2025-07-23,39638,39638.0,,2025-07-23,2025-07-23,2025-07-23,https://www.fca.org.uk/news/warnings/tradespense-ai,TradeSpense AI,www.tradespenseaiapp.net,,Unregistered/Unlicensed entity offering financial products or services,
Ultrox / Ultroxprime,,https://www.ultroxprime.org,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/ultrox-ultroxprime,2025-07-23,39637,39637.0,,2025-07-21,2025-07-23,2025-07-23,https://www.fca.org.uk/news/warnings/ultrox-ultroxprime,Ultrox / Ultroxprime,https://www.ultroxprime.org,,Unregistered/Unlicensed entity offering financial products or services,
MarvexTrader 7.2,,www.marvextrader72.com,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/marvextrader-72,2025-07-23,39636,39636.0,,2025-07-23,2025-07-23,2025-07-23,https://www.fca.org.uk/news/warnings/marvextrader-72,MarvexTrader 7.2,www.marvextrader72.com,www.marvextrader72.net,Unregistered/Unlicensed entity offering financial products or services,
Immediate Ai Bank,,immediate-ai-bank.net,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/immediate-ai-bank,2025-07-23,39635,39635.0,,2025-07-23,2025-07-23,2025-07-23,https://www.fca.org.uk/news/warnings/immediate-ai-bank,Immediate Ai Bank,immediate-ai-bank.net,,Unregistered/Unlicensed entity offering financial products or services,
Super Trader App,,super-trader-appai.net,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/super-trader-app,2025-07-23,39634,39634.0,,2025-07-23,2025-07-23,2025-07-23,https://www.fca.org.uk/news/warnings/super-trader-app,Super Trader App,super-trader-appai.net,,Unregistered/Unlicensed entity offering financial products or services,
Aetheris Wealth App,,aetheriswealth-app.net,United Kingdom - Financial Conduct Authority,https://www.fca.org.uk/news/warnings/aetheris-wealth-app,2025-07-23,39633,39633.0,,2025-07-23,2025-07-23,2025-07-23,https://www.fca.org.uk/news/warnings/aetheris-wealth-app,Aetheris Wealth App,aetheriswealth-app.net,aetheris-wealth-app.com,Unregistered/Unlicensed entity offering financial products or services,
Facebook page “ฟาร์มออร์แกนิก”,,https://www.facebook.com/profile.php?id=61550621493084,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2745/2568,2025-07-23,39632,39632.0,,2025-07-23,2025-07-23,2025-07-23,https://web-invpublic.sec.or.th/e/2745/2568,Facebook page “ฟาร์มออร์แกนิก”,https://www.facebook.com/profile.php?id=61550621493084,https://www.facebook.com/61550621493084/videos/1401336877785794,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “Ohkajhu ฟาร์มผักอินทรีย์”,,https://www.facebook.com/profile.php?id=61553646470629,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2743/25680,2025-07-23,39631,39631.0,,2025-07-23,2025-07-23,2025-07-23,https://web-invpublic.sec.or.th/e/2743/25680,Facebook page “Ohkajhu ฟาร์มผักอินทรีย์”,https://www.facebook.com/profile.php?id=61553646470629,https://www.facebook.com/share/v/1MGisDdkos/,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “สวรรค์คนรักผัก อาหารออร์แกนิค”,,https://www.facebook.com/profile.php?id=100094533661931,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2742/2568,2025-07-23,39630,39630.0,,2025-07-23,2025-07-23,2025-07-23,https://web-invpublic.sec.or.th/e/2742/2568,Facebook page “สวรรค์คนรักผัก อาหารออร์แกนิค”,https://www.facebook.com/profile.php?id=100094533661931,https://www.facebook.com/100094533661931/videos/2236089566906925,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “ฟาร์มออร์เเกนิค สร้างธุรกิจ”,,https://www.facebook.com/bigjakeztv,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2751/2568,2025-07-23,39629,39629.0,,2025-07-23,2025-07-23,2025-07-23,https://web-invpublic.sec.or.th/e/2751/2568,Facebook page “ฟาร์มออร์เเกนิค สร้างธุรกิจ”,https://www.facebook.com/bigjakeztv,https://www.facebook.com/bigjakeztv/videos/516476274855781,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “Amazon C0ffee Daily Funding”,,https://www.facebook.com/profile.php?id=61558432117476,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2750/2568,2025-07-23,39628,39628.0,,2025-07-23,2025-07-23,2025-07-23,https://web-invpublic.sec.or.th/e/2750/2568,Facebook page “Amazon C0ffee Daily Funding”,https://www.facebook.com/profile.php?id=61558432117476,https://www.facebook.com/61558432117476/videos/1100827301915020,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “อู๋กะโจ้&ออแกนิคฟาร์ม”,,https://www.facebook.com/profile.php?id=61578710004699,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2741/2568,2025-07-23,39627,39627.0,,2025-07-23,2025-07-23,2025-07-23,https://web-invpublic.sec.or.th/e/2741/2568,Facebook page “อู๋กะโจ้&ออแกนิคฟาร์ม”,https://www.facebook.com/profile.php?id=61578710004699,https://www.facebook.com/photo/?fbid=122096851064957000&set=a.122096851682957000,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “Certified Ohkad’s King of Salad”,,https://www.facebook.com/profile.php?id=100090039397038,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2749/2568,2025-07-24,39626,39626.0,,2025-07-23,2025-07-24,2025-07-24,https://web-invpublic.sec.or.th/e/2749/2568,Facebook page “Certified Ohkad’s King of Salad”,https://www.facebook.com/profile.php?id=100090039397038,https://www.facebook.com/100090039397038/videos/1820371052231197,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “OKJ Filing”,,https://www.facebook.com/profile.php?id=61578607862117,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2748/2568,2025-07-23,39625,39625.0,,2025-07-23,2025-07-23,2025-07-23,https://web-invpublic.sec.or.th/e/2748/2568,Facebook page “OKJ Filing”,https://www.facebook.com/profile.php?id=61578607862117,https://www.facebook.com/ads/library/?id=4481321732190394,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “Ohkajhu from vegetables Organic”,,https://www.facebook.com/profile.php?id=61550511672901,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2747/2568,2025-07-23,39624,39624.0,,2025-07-23,2025-07-23,2025-07-23,https://web-invpublic.sec.or.th/e/2747/2568,Facebook page “Ohkajhu from vegetables Organic”,https://www.facebook.com/profile.php?id=61550511672901,https://www.facebook.com/ads/library/?id=1406134813769713,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
Facebook page “Coffee amazon Certified”,,https://www.facebook.com/profile.php?id=100089959103220,Thailand - Securities and Exchange Commission,https://web-invpublic.sec.or.th/e/2740/2568,2025-07-23,39623,39623.0,,2025-07-23,2025-07-23,2025-07-23,https://web-invpublic.sec.or.th/e/2740/2568,Facebook page “Coffee amazon Certified”,https://www.facebook.com/profile.php?id=100089959103220,https://www.facebook.com/100089959103220/videos/1282766550078772,Other,This account is not affiliated with any businesses licensed or regulated by the SEC Thailand. Kindly be cautious with your investments.
